content,score,at,sentiment
ok,5,2026-04-05 10:03:33,Positif
"Gojeg tak mampu mendeteksi alamat gang, jalan sempit , jadi kalau kita mau kirim barang yg muncul alamat jln besar",2,2026-04-05 10:00:04,Negatif
mantap,5,2026-04-05 09:59:05,Positif
Bagus. Baik.,5,2026-04-05 09:55:10,Positif
"driver lo penipu, bilangnya ga ketemu titik udah disamperin malah malak, habis itu bilangnya aplikasi ga bisa dipake sampe senin karna pengiriman barang tidak bisa diselesaikan, pas gw tf malah pengiriman selesai.",1,2026-04-05 09:53:26,Negatif
menyenangkan. makasih,5,2026-04-05 09:48:23,Positif
good,5,2026-04-05 09:37:03,Positif
mantap,5,2026-04-05 09:34:16,Positif
apk perjalanan terbaik👍,5,2026-04-05 09:29:23,Positif
Aplikasi yang bagus,5,2026-04-05 09:24:23,Positif
Joss..memudahkan,5,2026-04-05 09:15:19,Positif
mantap,5,2026-04-05 08:55:39,Positif
sangat kecewa dengan aplikasi dan Mitra GO-JEK.,1,2026-04-05 08:53:20,Negatif
"biasa aja,",2,2026-04-05 08:46:20,Negatif
aplikasi lelet.. gambar GK muncul.. mau pesan gofood GK ada gambarnya sama sekali..,1,2026-04-05 08:44:59,Negatif
mudah bangett,5,2026-04-05 08:41:53,Positif
bintang lima,5,2026-04-05 08:13:18,Positif
bagus oke,5,2026-04-05 08:11:47,Positif
nice,5,2026-04-05 08:01:58,Positif
sangar bermanfaat guys buat pakai aplikasi ini karena lebih mudah dan murah,5,2026-04-05 07:58:06,Positif
baik,5,2026-04-05 07:55:56,Positif
pelayanan bagus dan ramah,5,2026-04-05 07:54:02,Positif
memberikan kemudahan dalam tansaksi,5,2026-04-05 07:47:19,Positif
TERBAIKK,5,2026-04-05 07:44:17,Positif
Sang Penyelamat,5,2026-04-05 07:38:11,Positif
mudah2n Gojek bangkrut,1,2026-04-05 07:25:24,Negatif
bagus... penjemputan cepat..,5,2026-04-05 07:09:43,Positif
nyaman,5,2026-04-05 07:06:56,Positif
best,5,2026-04-05 07:05:52,Positif
sangat bagus dan membantu,5,2026-04-05 06:59:34,Positif
yang paling murah,5,2026-04-05 06:40:50,Positif
oke,4,2026-04-05 06:14:26,Positif
mati kelaparan nunggu makanan via gofood mana gak tau hub cs harus bagaimana.,1,2026-04-05 05:58:22,Negatif
mantap jayaa,5,2026-04-05 05:57:36,Positif
klu cuma bikin kastamer nunggu lama mending hapus aplikasi ini,1,2026-04-05 04:53:51,Negatif
bagus dan nyaman,5,2026-04-05 03:41:16,Positif
setelah di download knp hp saya langsung down ya. di hapus aplikasi nya lancar jaya. koq bisa seperti ini gojek,5,2026-04-05 02:10:06,Positif
"gofood nya bermasalah,udah pesan makanan,udah nunggu 1 jam an ehh tiba tiba dibatalin sama sistemnya,eror x,bintang 1 broooh,tolong di perbaiki laa,kalok emang ga bisa yaudaa ga bisa gitu,ini udah nunggu lama lamaa kan",1,2026-04-05 01:58:53,Negatif
aplikasi ini tidak mau nolong hati hati kepada bapak ibu jangan pernah pakai aplikasi inib,1,2026-04-05 01:26:03,Negatif
jos,5,2026-04-05 01:10:42,Positif
gak banyak membantu...,1,2026-04-05 01:07:29,Negatif
oke punya,5,2026-04-05 00:56:57,Positif
"Aplikasi ini makin lama makin nyusahin. Gara gara kebijakanmu yg gajelas bikin promo gajelas yg motong dari uang driver akhirnya banyak driver ogah ambil orderan , dan cust susah dapat driver. Kebangetan !!. Dikaji lagi deh tu kebijakan tarif nya , ini aplikasi mau mempermudah apa nyusahin ?",1,2026-04-05 00:40:06,Negatif
sangat membantu banget,5,2026-04-05 00:27:35,Positif
tolong kalo sudah lewat 30 menit tanpa dapat driver otomatis batalkan orderan gofood jangan biarkan kami customer menunggu lama tanpa kepastian dan kelaparan,1,2026-04-04 23:54:26,Negatif
"bagus tapi tolong buat apk gojek nya kalau nyari driver menit nya jangan lama"" karena orang juga punya urusan pribadi buat apa lama"" ujung"" nya ke cancel juga kalau gaada driver",3,2026-04-04 23:54:17,Netral
"muak banget sama aplikasi ini,udah pakai layanan express tapi lama banget dapet drivernya, gabisa batalin pesanan tapi malah disuruh nunggu 30 menit lebih, kalau ada kendala disuruh pakai bantuan chat tapi cuma muter-muter doang pembahasannya, mending pakai aplikasi sebelah",1,2026-04-04 23:47:57,Negatif
"jelek banget, nunggu 3 jam lebih driver gofood ga dapat dapat. mana orang lapar lagi",1,2026-04-04 23:47:28,Negatif
"jelek ga ada solusi, udah nunggu 2 jam udah mau di anter malah di cancel dri sistem udah tau orang lapar, cs ga ada solusi, gausah make gojek lagi",1,2026-04-04 23:41:01,Negatif
gofood cari driver lama 1 jam pengambilan makin jauh yg deket ada padahal,1,2026-04-04 23:33:35,Negatif
"keamanan kurang, pengaduan barang tertinggal call centre hanya menggunakan robot. sampe skrg hp sya yg tertinggal di gocar Tdk di kembalikan oleh driver",1,2026-04-04 23:15:11,Negatif
"sangat membantu bagi saya yang ke mana-mana sendiri, harganya cukup terjangkau",5,2026-04-04 23:04:39,Positif
good,5,2026-04-04 23:04:01,Positif
"Sopir nya pada belagu, pada ga punya sopan santun, nunggu blm smpe 10 menit dicancel, agak jauh dikit jemput nya, ga mau ambil, suka kebut kebutan, suka marah marah, mobil bau rokok, ga punya etika. Ajarin etika dong sopir sopir lo. Jgn cuma nyari untung doang lo.",1,2026-04-04 23:01:43,Negatif
"segini dulu, jelek soalnya",1,2026-04-04 23:00:08,Negatif
parah nunggu lama d chat gk d respon driver tiba2 gk mau jemput parah2,1,2026-04-04 22:57:15,Negatif
woii adain pembayaran via danaa!!!! oiya lupa ongkirnya juga murahinnn!!!,1,2026-04-04 22:46:03,Negatif
"hmmm sekarang udah lebih stabil tapi belum ada penjelasan beda perdetik waktu itu malah naik 1800 tiap kali ubah order. ya kali naik keadaan sama cuaca tambah parah berkali kali dalam kurun waktu 30 detikan, jadi waktu itu gk jadi.",4,2026-04-04 22:36:22,Positif
"terimakasih Gofood, Go-Jek",5,2026-04-04 22:35:56,Positif
gojek oklah,5,2026-04-04 22:27:15,Positif
"settt susah bgt nyari driver, padahal bersliweran di sekitar, ngehe lahh buang buangin waktu, mending di apk sebelah sekarang pdhl dari dulu pakenya gojek",1,2026-04-04 22:27:12,Negatif
"mudah, murah dan aman",5,2026-04-04 22:18:51,Positif
"kenapa setiap aku pesan makanan di Gofood itu selalu di arahin ke kota? padahal rumahku kabupaten. mana di tulisannya jaraknya 2-3 Kilometer an, tapi pas di chek out malah 23 Kilometer. kasihan ke ojolnya harus jalan sejauh itu. perbaiki lah, padahal aku aktifin lokasi sama dah kasih lokasi rumahku malah di arahin ke kota.",1,2026-04-04 22:18:32,Negatif
ok bgt,5,2026-04-04 22:08:34,Positif
penolong disaat kepepet,5,2026-04-04 22:07:20,Positif
"aman, nyaman dalam perjalanan",5,2026-04-04 22:01:31,Positif
salam satu aspal,5,2026-04-04 21:58:58,Positif
Subhaanalloh.. Hari ini sungguh mengecewakan. Sebenarnya ini sudah bbrp kali sy alami. Energi sy sudah habis mau cerita. Udahlah. Rating 1 aja. Capek banget,1,2026-04-04 21:58:35,Negatif
Suka dr dlu sm aplikasi ini,5,2026-04-04 21:46:37,Positif
"yg bnr aj lh, saya udh masukin 2nomor yang berbeda (itu nomor saya), tp malah masuk akun org, gmn ceritanya cb (gmail jg punya saya), tp tiba² beda gmail. jd gmn saya mau buat akun?, pake akun org lain? saya pesennya?",2,2026-04-04 21:43:42,Negatif
"lelet banget gofood nunggu sejam bru bisa cancel, buang buang waktu",1,2026-04-04 21:42:35,Negatif
driver lu kemana?? pada tewas kah??,3,2026-04-04 21:42:32,Netral
sangat membantu Terima kasih,5,2026-04-04 21:41:06,Positif
"Mengecewakan, kalau tidak bisa diperbaiki saya pertimbangkan UN install, pindah ke apk lain.",1,2026-04-04 21:30:53,Negatif
lama dapet driver gofood,1,2026-04-04 21:29:03,Negatif
"Saya cukup kecewa sebagai user yang baru kembali menggunakan Gojek . Hari ini Saya menggunakan fitur beli barang di apk Gojek , Namun Saya tidak dapat driver untuk membelikan barang . Awalnya harga yang tertera normal , kisaran harga juga sesuai seperti yang saya cantumkan. Namun setelah beberapa saat , setelah mencari driver ke dua kalinya , Harga yang saya cantumkan jadi 3 kali lipat . Alhasil setelah barangnya datang , Saya harus membayar dengan harga diluar nalar tsb.:) 💔",3,2026-04-04 21:20:52,Netral
👌,5,2026-04-04 21:16:56,Positif
"top up gopay duit gak masuk, complain gak ada follow up, emang gampang cari duit?",1,2026-04-04 21:16:41,Negatif
"Baru nyoba pesan gak dapat driver ini bagaimana??? Tolong di tingkatkan driver nya,emang pada sibuk kah??🙏🙏🙏",3,2026-04-04 21:16:09,Netral
bagus,5,2026-04-04 21:13:34,Positif
2026 cari driver go food makin syuliit!!!,2,2026-04-04 21:11:44,Negatif
"gak jelas nih gofood 3 kali order pske harga ongkir mahal tetep gak dapet driver , nungguin kalian pesan makan keburu asam lambung naik bangke emang",1,2026-04-04 21:08:43,Negatif
aplikasi jelek programnya jg jelek.....,1,2026-04-04 21:07:14,Negatif
sudah 5 kali pesan gofood. selama 2 jam an tapi nda ada yg ambil oleh drivernya. saya kecewa berat,1,2026-04-04 21:05:52,Negatif
"sistem kapitalis yang tidak masuk akal,membuat aplikator mengkambing hitamkan driver. Kalau punya hati,lebih baik perbaiki bukan mencaci",1,2026-04-04 21:00:13,Negatif
ok,5,2026-04-04 20:50:32,Positif
"pesan makanan lewat gofood. pakai pengiriman express yang dijamin tepat waktu, udah nunggu sejam lebih. ternyata dibatalin sepihak sama gojek nya. padahal di chatbot pilih lanjutkan pembelian berkali2, bersabar menunggu. ternyata direspon sama gojek dengan status ""diBATAL-in"" oleh gojek nya sueddiihhh nya perut ku, meronta-ronta",1,2026-04-04 20:41:47,Negatif
pokoknya makasi banyak untuk gojek,5,2026-04-04 20:38:16,Positif
Jooss pokok nya,5,2026-04-04 20:36:27,Positif
"pelayanan pencarian driver sangat buruk , bisa sampe hampir 1 jam ga dapet² gilaaa, mending pindah ke sebelah sih ini lelet bener",1,2026-04-04 20:33:20,Negatif
memuaskan,4,2026-04-04 20:32:54,Positif
baguss,5,2026-04-04 20:24:04,Positif
aplikasinya jelek merugikan penggun dan driver jgn di dunlon ya ntr hapi di haiker,1,2026-04-04 20:19:25,Negatif
"untuk gocar nya knapa ya kalo sekiranya ga ada niat buat narik aplikasinya ga di matiin aja , bikin php orang sama buang buang waktu aja 3x pesan dapet ga di batalin langsung, giliran udah lama nunggu baru ngebatalin jemputan aneh , tolong dong yg gitu gitu di benahin lagi , inget waktu adalah uang dan hargai customer jangan sampe bikin kesel customer . .",2,2026-04-04 20:18:10,Negatif
thank aman berkendaranya,5,2026-04-04 20:17:29,Positif
"jadi susah cari driver, dapet nya jauh jauh mulu",1,2026-04-04 20:14:46,Negatif
nunggu drivernya lama bgttt ada kali sejaman hadehhh,1,2026-04-04 20:09:11,Negatif
masa nunggu sampe satu jam masih gk sampe² yang bnr dong seleksi orang jadi driver,1,2026-04-04 20:09:05,Negatif
mantp,5,2026-04-04 20:05:14,Positif
bagus,5,2026-04-04 19:57:39,Positif
ok,5,2026-04-04 19:56:47,Positif
ini kenapa map nya nge bug lokasi di map udh bener tapi tulisan lok nya salah,3,2026-04-04 19:52:45,Netral
"Mudah,,Cepat",5,2026-04-04 19:52:16,Positif
ongkir gofood mahal banget🥲🥲,3,2026-04-04 19:51:40,Netral
"makin ke sini makin lemot, pengen liar riwayat aje muter muluuu",2,2026-04-04 19:50:38,Negatif
ngsih driver jng yg jauh kasian penumpang dan drivernya,2,2026-04-04 19:46:13,Negatif
bagus,5,2026-04-04 19:44:43,Positif
ngelunjak,1,2026-04-04 19:37:51,Negatif
lelet cari orderan kalau sekarang mah,3,2026-04-04 19:37:38,Netral
driver gofood lu pada males semua,1,2026-04-04 19:32:47,Negatif
kendaraan banyak gak mau ambil padahal jarak cuma.3km ongkos 20k pada gk mau ambil pihak gojeg kurang bagus ke pelanggan yah,1,2026-04-04 19:31:42,Negatif
"susah dapat driver kalau memang sdh ga mau kerja lagi nanti kita buat aplikasi lokal saja, alasannya jam sibuk pdhl sdh jam 23.00 dan saya melihat ada driver yg dilokasi. untuk beli gofood jg susah mau dibatalkan sdh buang waktu",1,2026-04-04 19:30:18,Negatif
drivernya pilih². tidak mau jarak dekat. cari driver 10 menit tdk ada yg mau ambil,1,2026-04-04 19:29:35,Negatif
sangat membantu,4,2026-04-04 19:15:59,Positif
sebenarnya mah ongkir nya mahal banget di bandingkan harga beli nya,2,2026-04-04 19:12:26,Negatif
"tolong buat driver yg udah tua"" di berhenti kan kasian masih byk yg mudah"" gesit",5,2026-04-04 19:07:40,Positif
"biaya2 di gofood udh ga masuk akal! jasa antarnya dekat masih wajar, tp bayangkan, beli makanan 30rb, kena biaya jasa ga jelas 25rb. orang gila mana yg mau order?",1,2026-04-04 19:03:41,Negatif
"heran, gw yg gak di respon driver tp justru tarifnya makin di naikkin terus setiap mau order ulang. kocakkk",1,2026-04-04 18:55:12,Negatif
"saya pesan gofood dari jam 18.00 baru dapet driver jam 18.51 ,sudah saya chat ke Cs nya buat batalin malah muter"" gak jelas penjelasanya .. lamaaaa dapat drivernya !!!!!",1,2026-04-04 18:54:07,Negatif
sehat2 ya pak,5,2026-04-04 18:52:44,Positif
sejauh ini cukup bagus dan membantu👍🏻,4,2026-04-04 18:50:54,Positif
"akun baru tiba-tiba di blokir karna katanya ngelakuin pelanggaran, di pake juga belom",1,2026-04-04 18:50:43,Negatif
"bagus,cuma kadang ngelag,amanah jugaa",4,2026-04-04 18:35:33,Positif
penggunaaan mudah cepat dan menyenangkan,5,2026-04-04 18:32:04,Positif
Suka sekali,5,2026-04-04 18:25:42,Positif
"ongkos terlalu mahal, padahal sudah berlangganan gojek plus",1,2026-04-04 18:22:10,Negatif
membantu bgt,5,2026-04-04 18:15:38,Positif
aplikasi bego lemot responya ga ada gafaham dah gimana ini sistemnya,1,2026-04-04 18:13:44,Negatif
adakan pembayaran via dana pls 🙏,4,2026-04-04 18:12:29,Positif
"Gue belakangan asli kesel banget, kalo pilih mitra yang emang niat kerja gitu loh. Sering banget udah dapet driver tapi driver gak jalan terus dengan seribu alesan gak bisa ambil orderan, ujung-ujungnya minta cancel. Padahal menurut gue tarif juga sesuai bahkan gue kalo bayar itu gue lebihin bisa sampe 2x lipat, dievaluasi lagi mitra mintranya yang memang sering di cancel atau mengcancel customer. Merugikan customer banget, gue pake GRAB langsung dijemput tanpa BaBiBu",1,2026-04-04 18:02:04,Negatif
"driver nya gak jelas, suka sengaja menjauh dari titik",2,2026-04-04 18:00:26,Negatif
"Pesanan Go food sering telat, CS bisanya Maaf doang",1,2026-04-04 17:57:27,Negatif
sangat membatu di saat di butuh kan hingga semua beres,5,2026-04-04 17:50:08,Positif
"setiap kali pesen gocar, gocar tidak bergerak dan sopir di telpon tidak bisa di hubungin tolong di perbaiki lagi",2,2026-04-04 17:43:46,Negatif
jadi aplikasi sampah ga guna..nunggu driver lama...makanya jgn orientasi cari untung aja...,1,2026-04-04 17:30:47,Negatif
ok mantap,5,2026-04-04 17:28:18,Positif
"Susah cari gocar, sudah dapetpun sampe nunggu 2 jam. Cari yang lain masih nunggu lama, terpaksa di cancel dan naik taxi aja.",2,2026-04-04 17:26:42,Negatif
Desain aplikasinya mantap dan layanannya memuaskan 👍,5,2026-04-04 17:24:16,Positif
bagus,5,2026-04-04 17:14:40,Positif
tolong perbaiki map delay,3,2026-04-04 17:09:53,Netral
bagus,5,2026-04-04 17:05:51,Positif
hebat,5,2026-04-04 17:04:51,Positif
ADS,1,2026-04-04 16:54:30,Negatif
keren,5,2026-04-04 16:54:24,Positif
samgat puas,5,2026-04-04 16:50:59,Positif
bagussss,5,2026-04-04 16:35:26,Positif
"susah cari driver, driver bisa cancel seenaknya",1,2026-04-04 16:32:35,Negatif
tiap pesan gocar selalu lama dapatnya lalu diterima tapi tidak jalan-jalan. kecewa bgt !!!,1,2026-04-04 16:23:01,Negatif
bagusss,5,2026-04-04 16:21:39,Positif
"Please, Gojek, adain FITUR 'Jangan ajak ngobrol'. Soalnya kadang capek ngeladenin driver yg sering curhat. Malah pernah juga dicurhatin masalah selingkuhannya. Masalahnya aku tuh ga enakan kalo mau cuek tuh. Please, lah, yg ini butuh banget. Apalagi kalo pas lagi capek di jalan. Males ngobrol bawaannya.",5,2026-04-04 16:03:13,Positif
"kenapa kok jalan yang pendek gabisa rusak apa gimana apk ini tolong diperbaiki ya, sampah banget padahal cuma deket suruh pastikan jarak jangan tolol deh klo buat apk ya sebagai pengguna ya menyesuaikan jarak dia mau kemana kenapa kok malah gabisa suruh pastikan jarak dan gabisa dilanjutkan pilihan saya TERUNTUK DEVELOPER TOLONG DIBENAHI APK NYA JANGAN ASAL MAIN PASTIKAN LOKASI LAGI DAN GABISA MILIH YANG UDAH KITA CANTUMKAN PADAHAL DARI PENGGUNA SUDAH MEMASUKKAN JARAK YANG MAU DI TEMPUH.",1,2026-04-04 15:52:35,Negatif
yeeyy kenyangggg,5,2026-04-04 15:50:57,Positif
driver nya baik,5,2026-04-04 15:48:14,Positif
aplikasi aneh bin ajaib. kasih rating 1 saja,1,2026-04-04 15:42:11,Negatif
Mantab dan lancar,5,2026-04-04 15:40:57,Positif
"mantap, semoga Istiqomah",5,2026-04-04 15:37:22,Positif
Ok,5,2026-04-04 15:36:22,Positif
Makin kesini makin susah dapat driver,1,2026-04-04 15:31:03,Negatif
bagus banget..cepet sampai nya,5,2026-04-04 15:28:26,Positif
👌,4,2026-04-04 15:26:12,Positif
bagus,5,2026-04-04 15:20:04,Positif
kenapa siih driver mobil itu selalu cancel kalau order hujan2. emang ga niat banget kerja.,1,2026-04-04 15:19:29,Negatif
"kenapa jadi kaya gini yaa gojek? lemot, belum lagi lama dapat drivernya, udah milih harga biasa jga tetep lama dapat drivernya. ada masalah apa ya?",3,2026-04-04 15:15:31,Netral
saya kecewa dengan gojek uang saya di bawa pergi katanya mau di tukarkan tapi sampai saat ini ridaki kembali,5,2026-04-04 15:08:49,Positif
"kesalahan pada orderan dan respon lama, minta foto makanan yg diorder, tapi respon lama. yaa sudah dikasih ke orang makanan yg ga sesuai orderan. keburu basi, uninstal dahh ga rekom",1,2026-04-04 15:05:53,Negatif
anjay,5,2026-04-04 14:58:13,Positif
admin nya sampah,1,2026-04-04 14:57:52,Negatif
setiap nyari gosend sering dicancel...,1,2026-04-04 14:57:23,Negatif
bagus,5,2026-04-04 14:51:17,Positif
mantap,5,2026-04-04 14:41:22,Positif
"kalo pesen gofood udh nunggu lama, trs dibatalin, gadpt kompensasi apaapa",2,2026-04-04 14:25:58,Negatif
pesenan aku sering di batalin huh😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,2026-04-04 14:25:44,Negatif
on time,5,2026-04-04 14:17:55,Positif
"tidak transparan dalam ratting costumer, sedangkan driver dengan mudah mengetahui ratting nya. sangat tidak adil.",1,2026-04-04 14:10:49,Negatif
"tolong dong diperbaiki jangan iklan doang yg di bagusin, 2 hari paket instan saya baru di pu, orderan paket ga ada yg ambil",2,2026-04-04 14:07:34,Negatif
nhebantu bgt kalo saya lagi ribet,5,2026-04-04 13:59:23,Positif
bgus,5,2026-04-04 13:55:52,Positif
bagus mengentas pengangguran,5,2026-04-04 13:45:08,Positif
huhhh,3,2026-04-04 13:42:09,Netral
bantu bgt kalo laper TPI males keluar atau masak,5,2026-04-04 13:38:26,Positif
terlalu lama vlcari drivernya padahal didepan Mall cityplazza banyak driver sudah nunggu 30 menit mau kirim paket.masih gak dapet driver,2,2026-04-04 13:24:14,Negatif
aplikasi gak jelas,1,2026-04-04 13:24:06,Negatif
keamanan kurang yang gampang dicuri,1,2026-04-04 13:13:51,Negatif
mantap,5,2026-04-04 13:05:12,Positif
"saya sudah menghentikan iklan di amplifikasi, dan mengajukan penghentian iklan di bantuan. tapi tagihan masih berjalan kok di anggap tidak ada apa apa. masalah nya saya sangat keberatan dengan biaya iklan karena tidak ada pesanan sama sekali selama ikut iklan. dalam satu tahun saja hanya beberapa pesanan yang masuk",1,2026-04-04 13:00:32,Negatif
bagus,4,2026-04-04 12:51:02,Positif
Susah banget sekarang kalo pesen gofood ga dapet driver hampir 2 jam..,2,2026-04-04 12:38:46,Negatif
mantap pakai gojek,5,2026-04-04 12:38:28,Positif
sangat membantu,5,2026-04-04 12:32:11,Positif
"“Driver sangat ramah, sopan, dan profesional. Berkendara dengan aman serta memperhatikan kenyamanan penumpang selama perjalanan. Komunikasi juga sangat baik dan tepat waktu saat penjemputan. Terima kasih atas pelayanannya yang sangat memuaskan. Semoga selalu diberikan kelancaran dan semakin sukses ke depannya.”",5,2026-04-04 12:32:11,Positif
bagus,5,2026-04-04 12:25:15,Positif
mantab,5,2026-04-04 12:22:52,Positif
susah dapat driver di medan,2,2026-04-04 12:16:42,Negatif
muaanntap,5,2026-04-04 12:15:17,Positif
ramah tepat waktu,5,2026-04-04 12:09:16,Positif
👍,5,2026-04-04 12:04:13,Positif
terimakasih,5,2026-04-04 12:03:05,Positif
makin susah dapet driver. sekalinya dapet dikasih yang jauh. udah gitu malah dikasih opsi pencarian cepat yang musti ngasih buiaya tambahan.,1,2026-04-04 11:54:23,Negatif
mantap,5,2026-04-04 11:21:47,Positif
sangat membantu,5,2026-04-04 11:19:45,Positif
bagus & sangat membantu,5,2026-04-04 11:19:04,Positif
oke,5,2026-04-04 11:17:12,Positif
membantu,5,2026-04-04 11:04:10,Positif
mantap,5,2026-04-04 10:53:30,Positif
siip,5,2026-04-04 10:41:57,Positif
aplikasi apaan dah ini lemot bener Uda beberapa Minggu,3,2026-04-04 10:40:27,Netral
mantap,5,2026-04-04 10:36:14,Positif
sangat membantu dalam urusan bertransportasi,4,2026-04-04 10:30:34,Positif
saya menyesal dan kecewa pesan gocar bawa bayi tapi AC nya panas seperti ga pake AC..,1,2026-04-04 10:23:54,Negatif
saya suka aplikasi gojek Krn mudah mencari titik penjemputan dan tujuan. drivernya slalu mau mengantar sampai ketempat tujuan walau titik tujuannya Gak sesuai GPS.,5,2026-04-04 10:06:55,Positif
👍,5,2026-04-04 09:57:27,Positif
suka,5,2026-04-04 09:43:02,Positif
bagus,5,2026-04-04 09:40:06,Positif
mohon bertanya ini untuk amplikasi naik antar jemput kah,5,2026-04-04 09:17:44,Positif
aman dan cepat,5,2026-04-04 09:15:57,Positif
"sangat sangat sukaaa, aplikasinya sangat memudahkan segala urusan mulai dari antar jemput, pesan makanan,beli kebutuhan dapur dll. Pokoknya manteplah👍🏻👍🏻",5,2026-04-04 08:55:40,Positif
"susah dapat driver, dpt pun g direspon sama driver nunggu lama banget eh trnyta g ada niatan jemput.. parah emang. aplikasi sebelah drivernya responsif kalo emang g bs jemput ya hub.pelanggan..",1,2026-04-04 08:19:54,Negatif
bagus lahh aplikasinya krna bnyk voucher,5,2026-04-04 08:06:19,Positif
"keluhan ttg susah dpt goride ditampung IMAM GHOZALI opertor malah kita dibilang gak paham aplikasi gak paham pdhal kami setiap hari bergulat dg komputer & kami py D1 komputer, kalau memang aplikasinya bermasalah knp tidak mengakui saja!!!!!gak heran knapa pd pindah ke Grab, Maxim & aplikasi ojol lainnya.",3,2026-04-04 07:43:58,Netral
ok,5,2026-04-04 07:43:50,Positif
ok,5,2026-04-04 07:28:34,Positif
"Very good, selalu bisa diandalkan",5,2026-04-04 07:23:20,Positif
cepat tepat smart,5,2026-04-04 07:16:21,Positif
ok,5,2026-04-04 07:06:34,Positif
parah lu punya driver gua nungguin 30 menit kaga ada datang KLO lu punya driver kaga niat mending bloking nyesel gua donlod app gojek,1,2026-04-04 06:54:35,Negatif
jujur kurang enak pake aplikasi gojek karna dapet pengalaman ga enak banget dari driver nya udah bokiing yang prioritas ttp lama di jemputnya minimal sesuai lh ya,1,2026-04-04 06:27:22,Negatif
sangat membantu,5,2026-04-04 05:18:51,Positif
oke,5,2026-04-04 05:18:12,Positif
mantapp,5,2026-04-04 04:05:36,Positif
Ok,5,2026-04-04 03:42:57,Positif
"lu bikin map pengantaran gofood gimana sih? map lu kaga gerak bro, gw kaga bisa ngeliat pergerakan si Drivernya secara real time, gw kasih bintang 2",2,2026-04-04 03:21:03,Negatif
lanjut,5,2026-04-04 03:07:18,Positif
"kasian kali Para driver Gocar gojek, info nya Mereka dapat Dikit Untung ongkos dari uang penumpang bayar di aplikasi gojek. contoh aja, SAYA BAYAR PAKAI GOPAY pesan gocar dikenahkan 54.000 , dan si driver hanya dapat 30.000 kasian kali kan banyak kali potongan ongkos dilakukan PIHAK APLIKASI GOJEK merugikan driver. tolong lah bantu UP dan evaluasi potongan nya agar Nyama para driver, kasian melihat mereka bensin mobil + AC mobil lagi diberikan driver kepada kami penumpang agar nyaman.",1,2026-04-04 01:51:52,Negatif
cukup membantu ketika mager hee,5,2026-04-04 01:34:55,Positif
"kecewa parah bgt sm ini apk, udah 2x di cancel gtu aja pas mesen makanan. mana lama nungguin nya, org mana yg tahan nahan rasa lapar berjam"" . di perbaiki lg y untuk servis ny. mau gnti apk dan gaakan pernah pke gjek lg thks 🙂",1,2026-04-04 01:30:33,Negatif
mantap,5,2026-04-04 01:19:40,Positif
istimewa,5,2026-04-04 01:12:31,Positif
"makin kesini makin gk bener nih aplikasi, byk yg komplain susahnya cari driver, argo gk ngotak, perbaikan layanannya mu woooy",1,2026-04-04 01:11:03,Negatif
👍,5,2026-04-04 00:15:55,Positif
GO MART SUDAH MEMBUAT TITIK KE ASTON TAPI SAAT PESAN GESER KE SUN CITY INI GAK BISA DI CANCEL SUDAH BERJAM JAM. BAGAIMANA IN TANGGUNG JAWABNYA,1,2026-04-03 23:45:50,Negatif
trimakasih gojek,5,2026-04-03 23:39:09,Positif
"Gojek/Gocar makin lama dptnya. Sekalinya dpt jaraknya jauh. Saya liat postingan di ig, algoritma gojek diubah. Driver disuruh bayar 20k per hari bwt bisa dpt order, satu driver terima gofood lebih dr 1, dll. Zalim. Makin kapitalis minim humanis. Smoga manajemennya diganti dgn manusia yg punya hati nurani. Aamiin.",3,2026-04-03 23:33:32,Netral
good best,5,2026-04-03 23:30:21,Positif
"Layanan semakin menurun kualitasnya. Semakin lama cari driver, pembatalan gofood sangat dipersulit sementara pesanan makin lama dapat driver, sangat membuang waktu.",3,2026-04-03 23:09:29,Netral
nyari driver motor dikala hujan susah,1,2026-04-03 23:05:17,Negatif
"tindak driver arogan, plat B 5685 TXD",1,2026-04-03 22:58:08,Negatif
sangat gak sesuai ekspektasi,1,2026-04-03 22:48:41,Negatif
percuma ada aplikasi susah cari driver,1,2026-04-03 22:48:05,Negatif
smakin parah klo pesen makanan/goride... sering dapat driver jaraknya jauh-jauh. padahal normal gk pakai voucher. bayar mahal pelayanan gk optimal.,3,2026-04-03 22:43:26,Netral
sangat baik,5,2026-04-03 22:41:45,Positif
bagus,5,2026-04-03 22:41:16,Positif
okbgd om,5,2026-04-03 22:31:04,Positif
"Aplikasi tidak ada masalah. Hanya saja, jika ingin order susah banget dapat pengemudinya. Sepertinya para drivernya yang menghilang ditelan bumi atau para drivernya rasis/fasis (memilih pelangan sesuai selera pengemudinya..walah3.",3,2026-04-03 22:17:13,Netral
"sudah beberapa Minggu belakangan ini banyak kekecawan yang customer alami (hasil berbincang - bincang dengan semua teman yg menggunakan aplikasi gojek): order gojek motor, mobil, gofood & gosend sangat lama sekali dapat driver, padahal titik driver banyak tetapi tidak ada yg mau pick up sudah pesan prioritas tetap lama bahkan pesan gosend sudah ditunggu sampai 3 jam tidak juga dapat akhirnya pindah aplikasi. pernah pesan gofood ditolak terus & sekali nya dapat bisa sampai 2 jam. kecewa berat",1,2026-04-03 22:14:20,Negatif
